ID Loja,Loja,Bairro,ID Produto,Produto,Categoria,Subcategoria,Imagem,Custo Unit,Preço Unit,Saldo_Atual,Unidades_Vendidas_Janela,Venda_Media_Diaria,Estoque_Minimo_Rede,Status_Estoque_Rede,Qtd_Em_Falta_Rede,Indice_Cobertura_Minimo_Rede,Nivel_Criticidade_Rede,Custo_Reposicao_Estimado_Rede,Valor_Venda_Gap_Reposicao_Rede,Margem_Potencial_Gap_Rede,Faturamento_Potencial_Perdido_Rede,Lucro_Potencial_Perdido_Rede,Janela_Demanda_Dias,Receita_Media_Diaria_Local,Cobertura_Dias_Local,Deficit_Local_Para_Zero,Margem_Unitaria,Custo_Deficit_Local,Valor_Venda_Deficit_Local,Margem_Deficit_Local,Status_Local,Estoque Mínimo,Status_Estoque,Qtd_Em_Falta,Faturamento_Potencial_Perdido,Lucro_Potencial_Perdido,Escopo_Metricas_Globais
5,Shopping Tijuca,Tijuca - RJ,3,BERMUDA FITNESS MASCULINA FST 120 PRETO CLÁSSICO,Roupas,Bermudas,https://decathlonpro.vteximg.com.br/arquivos/ids/2367233-1000-1000/new-fst-120-m-shorts-black-s1.jpg?v=636970923292370000,17.9900,59.9900,40.0000,81.0000,0.9000,52.0000,Estoque Seguro,0.0000,1.0192,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,53.9910,44.4444,0.0000,42.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,52.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
1,Botafogo Praia Shopping,Botagogo - RJ,3,BERMUDA FITNESS MASCULINA FST 120 PRETO CLÁSSICO,Roupas,Bermudas,https://decathlonpro.vteximg.com.br/arquivos/ids/2367233-1000-1000/new-fst-120-m-shorts-black-s1.jpg?v=636970923292370000,17.9900,59.9900,77.0000,154.0000,1.7111,52.0000,Estoque Seguro,0.0000,1.0192,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,102.6496,45.0000,0.0000,42.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,52.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
5,Shopping Tijuca,Tijuca - RJ,32,MALA ESPORTIVA 30L DOBRÁVEL TUBO VIOLETA,Acessórios,Bolsas,https://decathlonpro.vteximg.com.br/arquivos/ids/2290108-1000-1000/foldable-fitness-bag-30l-burgun-no-size1.jpg?v=636879951358900000,14.9900,49.9900,23.0000,44.0000,0.4889,22.0000,Estoque Seguro,0.0000,1.1364,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,24.4396,47.0455,0.0000,35.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,22.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
4,Barra Shopping,Barra da Tijuca - RJ,20,REGATA FITNESS MASCULINA 2019 - LINHA 500,Roupas,Regatas,https://decathlonpro.vteximg.com.br/arquivos/ids/2310562-1000-1000/boxing-tank-500-m-m-tank-blk-l1.jpg?v=636891237119600000,17.9900,59.9900,22.0000,41.0000,0.4556,140.0000,Estoque Seguro,0.0000,1.0214,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,27.3288,48.2927,0.0000,42.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,140.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
1,Botafogo Praia Shopping,Botagogo - RJ,16,JAQUETA MASCULINA DE ACADEMIA FVE900,Roupas,Jaquetas,https://decathlonpro.vteximg.com.br/arquivos/ids/2272124-1000-1000/fve900-t2-m-jacket-blk-l1.jpg?v=636861791687630000,50.9900,169.9900,18.0000,30.0000,0.3333,7.0000,Estoque Seguro,0.0000,1.0000,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,56.6633,54.0000,0.0000,119.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,7.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
1,Botafogo Praia Shopping,Botagogo - RJ,9,CALÇA DE FITNESS ENERGY DOMYOS MASCULINA,Roupas,Calças,https://decathlonpro.vteximg.com.br/arquivos/ids/229310-500-500/energy-pant-2017-black-w41-l341.jpg?v=636550426313670000,26.9900,89.9900,62.0000,102.0000,1.1333,26.0000,Estoque Seguro,0.0000,1.0000,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,101.9887,54.7059,0.0000,63.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,26.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
1,Botafogo Praia Shopping,Botagogo - RJ,13,CAMISETA FITNESS MASCULINA FST120 BORDÔ ESTAMPADO,Roupas,Camisetas,https://decathlonpro.vteximg.com.br/arquivos/ids/2367688-1000-1000/fts-120-m-t-shirt-bdx-s1.jpg?v=636971625768530000,17.9900,59.9900,70.0000,110.0000,1.2222,72.0000,Estoque Seguro,0.0000,1.1111,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,73.3211,57.2727,0.0000,42.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,72.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
3,Shopping da Gávea,Gávea - RJ,1,BLUSA MASCULINA GINÁSTICA,Roupas,Agasalhos,https://decathlonpro.vteximg.com.br/arquivos/ids/2334770-1000-1000/sweat-500-gym-navy-blue-2xl1.jpg?v=636916233785870000,11.9900,39.9900,14.0000,22.0000,0.2444,78.0000,Estoque Seguro,0.0000,1.0897,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,9.7753,57.2727,0.0000,28.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,78.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
5,Shopping Tijuca,Tijuca - RJ,4,BERMUDA FITNESS MASCULINA FTS500 PRETO/CINZA,Roupas,Bermudas,https://decathlonpro.vteximg.com.br/arquivos/ids/2368219-1000-1000/fst500-m-shorts-gry-s1.jpg?v=636972372737030000,26.9900,89.9900,41.0000,62.0000,0.6889,133.0000,Estoque Seguro,0.0000,1.0226,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,61.9931,59.5161,0.0000,63.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,133.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
2,Norte Shopping,Cachambi - RJ,15,JAQUETA FITNESS MASCULINA FVE100 AZUL MARINHO,Roupas,Jaquetas,https://decathlonpro.vteximg.com.br/arquivos/ids/2367427-1000-1000/jaqueta-fitness-cardio-masculino-linha1.jpg?v=636971530655430000,35.9900,119.9900,18.0000,27.0000,0.3000,33.0000,Estoque Seguro,0.0000,1.0606,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,35.9970,60.0000,0.0000,84.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,33.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
2,Norte Shopping,Cachambi - RJ,28,MEIA DE CORRIDA KIPRUN THICK KALENJI,Calçados,Meias,https://decathlonpro.vteximg.com.br/arquivos/ids/317867-1000-1000/kiprun-socks-black-uk-85-11-eu-43-461.jpg?v=636553022801600000,7.4900,24.9900,83.0000,118.0000,1.3111,212.0000,Estoque Seguro,0.0000,1.0425,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,32.7647,63.3051,0.0000,17.5000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,212.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
2,Norte Shopping,Cachambi - RJ,1,BLUSA MASCULINA GINÁSTICA,Roupas,Agasalhos,https://decathlonpro.vteximg.com.br/arquivos/ids/2334770-1000-1000/sweat-500-gym-navy-blue-2xl1.jpg?v=636916233785870000,11.9900,39.9900,36.0000,51.0000,0.5667,78.0000,Estoque Seguro,0.0000,1.0897,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,22.6610,63.5294,0.0000,28.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,78.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
4,Barra Shopping,Barra da Tijuca - RJ,31,MALA ESPORTIVA 30L DOBRÁVEL TUBO PRETA,Acessórios,Bolsas,https://decathlonpro.vteximg.com.br/arquivos/ids/299416-1000-1000/fitness-bag-pocket-black-1.jpg?v=636552791841630000,14.9900,49.9900,21.0000,28.0000,0.3111,17.0000,Estoque Seguro,0.0000,1.0000,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,15.5524,67.5000,0.0000,35.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,17.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
3,Shopping da Gávea,Gávea - RJ,13,CAMISETA FITNESS MASCULINA FST120 BORDÔ ESTAMPADO,Roupas,Camisetas,https://decathlonpro.vteximg.com.br/arquivos/ids/2367688-1000-1000/fts-120-m-t-shirt-bdx-s1.jpg?v=636971625768530000,17.9900,59.9900,57.0000,73.0000,0.8111,72.0000,Estoque Seguro,0.0000,1.1111,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,48.6586,70.2740,0.0000,42.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,72.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
2,Norte Shopping,Cachambi - RJ,20,REGATA FITNESS MASCULINA 2019 - LINHA 500,Roupas,Regatas,https://decathlonpro.vteximg.com.br/arquivos/ids/2310562-1000-1000/boxing-tank-500-m-m-tank-blk-l1.jpg?v=636891237119600000,17.9900,59.9900,87.0000,108.0000,1.2000,140.0000,Estoque Seguro,0.0000,1.0214,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,71.9880,72.5000,0.0000,42.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,140.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
5,Shopping Tijuca,Tijuca - RJ,28,MEIA DE CORRIDA KIPRUN THICK KALENJI,Calçados,Meias,https://decathlonpro.vteximg.com.br/arquivos/ids/317867-1000-1000/kiprun-socks-black-uk-85-11-eu-43-461.jpg?v=636553022801600000,7.4900,24.9900,60.0000,67.0000,0.7444,212.0000,Estoque Seguro,0.0000,1.0425,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,18.6037,80.5970,0.0000,17.5000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,212.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
3,Shopping da Gávea,Gávea - RJ,6,BERMUDA FITNESS MASCULINA FTS500 PRETO/VERMELHO,Roupas,Bermudas,https://decathlonpro.vteximg.com.br/arquivos/ids/2368441-1000-1000/fst500-m-shorts-red-s1.jpg?v=636972376884200000,23.9900,79.9900,87.0000,97.0000,1.0778,16.0000,Estoque Seguro,0.0000,1.1250,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,86.2114,80.7216,0.0000,56.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,16.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
5,Shopping Tijuca,Tijuca - RJ,18,REGATA MACHÃO MASCULINA FTA 500 VERDE,Roupas,Regatas,https://decathlonpro.vteximg.com.br/arquivos/ids/2368026-1000-1000/fta-500-fw19-m-tank-dgr-m1.jpg?v=636971743664130000,20.9900,69.9900,86.0000,94.0000,1.0444,43.0000,Estoque Seguro,0.0000,1.0000,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,73.1007,82.3404,0.0000,49.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,43.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
5,Shopping Tijuca,Tijuca - RJ,26,MEIA DE CORRIDA COMFORT INVISIBLE KALENJI,Calçados,Meias,https://decathlonpro.vteximg.com.br/arquivos/ids/2119148-1000-1000/-comfort-invisible-bca-85-11-us9-1151.jpg?v=636689105257470000,2.9900,9.9900,67.0000,71.0000,0.7889,395.0000,Estoque Seguro,0.0000,1.1013,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,7.8810,84.9296,0.0000,7.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,395.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
3,Shopping da Gávea,Gávea - RJ,21,REGATA MACHÃO MASCULINA FTA 500 PRETA,Roupas,Regatas,https://decathlonpro.vteximg.com.br/arquivos/ids/2367893-1000-1000/fta-500-fw19-m-tank-blk-xl1.jpg?v=636971742130070000,20.9900,69.9900,78.0000,81.0000,0.9000,83.0000,Estoque Seguro,0.0000,1.1205,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,62.9910,86.6667,0.0000,49.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,83.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
4,Barra Shopping,Barra da Tijuca - RJ,21,REGATA MACHÃO MASCULINA FTA 500 PRETA,Roupas,Regatas,https://decathlonpro.vteximg.com.br/arquivos/ids/2367893-1000-1000/fta-500-fw19-m-tank-blk-xl1.jpg?v=636971742130070000,20.9900,69.9900,47.0000,46.0000,0.5111,83.0000,Estoque Seguro,0.0000,1.1205,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,35.7727,91.9565,0.0000,49.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,83.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
5,Shopping Tijuca,Tijuca - RJ,11,CAMISETA FITNESS MASCULINA FST500 PRETO CINZENTO,Roupas,Camisetas,https://decathlonpro.vteximg.com.br/arquivos/ids/2365485-1000-1000/camiseta-fitness-masculina-cardio-training-linha-fst500-tam-p-cor-preto-cinzento-domyos1.jpg?v=636970042592470000,23.9900,79.9900,116.0000,107.0000,1.1889,171.0000,Estoque Seguro,0.0000,1.1111,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,95.0992,97.5701,0.0000,56.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,171.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
1,Botafogo Praia Shopping,Botagogo - RJ,7,CALÇA SLIM 500,Roupas,Calças,https://decathlonpro.vteximg.com.br/arquivos/ids/2435259-1000-1000/calcas-slim-para-ginastica-e-pilates-homem-500-com-fecho-preto-trousers-500-slim-zip-gym-3xl---w44-l341.jpg?v=637086545572330000,38.9900,129.9900,115.0000,105.0000,1.1667,263.0000,Estoque Seguro,0.0000,1.0000,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,151.6550,98.5714,0.0000,91.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,263.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
5,Shopping Tijuca,Tijuca - RJ,1,BLUSA MASCULINA GINÁSTICA,Roupas,Agasalhos,https://decathlonpro.vteximg.com.br/arquivos/ids/2334770-1000-1000/sweat-500-gym-navy-blue-2xl1.jpg?v=636916233785870000,11.9900,39.9900,27.0000,24.0000,0.2667,78.0000,Estoque Seguro,0.0000,1.0897,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,10.6640,101.2500,0.0000,28.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,78.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
4,Barra Shopping,Barra da Tijuca - RJ,28,MEIA DE CORRIDA KIPRUN THICK KALENJI,Calçados,Meias,https://decathlonpro.vteximg.com.br/arquivos/ids/317867-1000-1000/kiprun-socks-black-uk-85-11-eu-43-461.jpg?v=636553022801600000,7.4900,24.9900,43.0000,38.0000,0.4222,212.0000,Estoque Seguro,0.0000,1.0425,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,10.5513,101.8421,0.0000,17.5000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,212.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
5,Shopping Tijuca,Tijuca - RJ,9,CALÇA DE FITNESS ENERGY DOMYOS MASCULINA,Roupas,Calças,https://decathlonpro.vteximg.com.br/arquivos/ids/229310-500-500/energy-pant-2017-black-w41-l341.jpg?v=636550426313670000,26.9900,89.9900,93.0000,81.0000,0.9000,26.0000,Estoque Seguro,0.0000,1.0000,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,80.9910,103.3333,0.0000,63.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,26.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
1,Botafogo Praia Shopping,Botagogo - RJ,26,MEIA DE CORRIDA COMFORT INVISIBLE KALENJI,Calçados,Meias,https://decathlonpro.vteximg.com.br/arquivos/ids/2119148-1000-1000/-comfort-invisible-bca-85-11-us9-1151.jpg?v=636689105257470000,2.9900,9.9900,172.0000,147.0000,1.6333,395.0000,Estoque Seguro,0.0000,1.1013,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,16.3170,105.3061,0.0000,7.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,395.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
2,Norte Shopping,Cachambi - RJ,11,CAMISETA FITNESS MASCULINA FST500 PRETO CINZENTO,Roupas,Camisetas,https://decathlonpro.vteximg.com.br/arquivos/ids/2365485-1000-1000/camiseta-fitness-masculina-cardio-training-linha-fst500-tam-p-cor-preto-cinzento-domyos1.jpg?v=636970042592470000,23.9900,79.9900,120.0000,102.0000,1.1333,171.0000,Estoque Seguro,0.0000,1.1111,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,90.6553,105.8824,0.0000,56.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,171.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
1,Botafogo Praia Shopping,Botagogo - RJ,20,REGATA FITNESS MASCULINA 2019 - LINHA 500,Roupas,Regatas,https://decathlonpro.vteximg.com.br/arquivos/ids/2310562-1000-1000/boxing-tank-500-m-m-tank-blk-l1.jpg?v=636891237119600000,17.9900,59.9900,146.0000,114.0000,1.2667,140.0000,Estoque Seguro,0.0000,1.0214,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,75.9873,115.2632,0.0000,42.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,140.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
2,Norte Shopping,Cachambi - RJ,26,MEIA DE CORRIDA COMFORT INVISIBLE KALENJI,Calçados,Meias,https://decathlonpro.vteximg.com.br/arquivos/ids/2119148-1000-1000/-comfort-invisible-bca-85-11-us9-1151.jpg?v=636689105257470000,2.9900,9.9900,121.0000,86.0000,0.9556,395.0000,Estoque Seguro,0.0000,1.1013,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,9.5460,126.6279,0.0000,7.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,395.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
1,Botafogo Praia Shopping,Botagogo - RJ,32,MALA ESPORTIVA 30L DOBRÁVEL TUBO VIOLETA,Acessórios,Bolsas,https://decathlonpro.vteximg.com.br/arquivos/ids/2290108-1000-1000/foldable-fitness-bag-30l-burgun-no-size1.jpg?v=636879951358900000,14.9900,49.9900,66.0000,42.0000,0.4667,22.0000,Estoque Seguro,0.0000,1.1364,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,23.3287,141.4286,0.0000,35.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,22.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
5,Shopping Tijuca,Tijuca - RJ,16,JAQUETA MASCULINA DE ACADEMIA FVE900,Roupas,Jaquetas,https://decathlonpro.vteximg.com.br/arquivos/ids/2272124-1000-1000/fve900-t2-m-jacket-blk-l1.jpg?v=636861791687630000,50.9900,169.9900,24.0000,15.0000,0.1667,7.0000,Estoque Seguro,0.0000,1.0000,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,28.3317,144.0000,0.0000,119.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,7.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
2,Norte Shopping,Cachambi - RJ,29,LUVAS ACADEMIA MUSCULAÇÃO NEOPRENE (O PAR),Acessórios,Luvas,https://decathlonpro.vteximg.com.br/arquivos/ids/2299799-1000-1000/-luva-muscu-pto-domyos-eu-s-us-xs1.jpg?v=636885228389930000,10.4900,34.9900,69.0000,39.0000,0.4333,101.0000,Estoque Seguro,0.0000,1.0693,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,15.1623,159.2308,0.0000,24.5000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,101.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
5,Shopping Tijuca,Tijuca - RJ,2,AGASALHO MENINO GINÁSTICA,Roupas,Agasalhos,https://decathlonpro.vteximg.com.br/arquivos/ids/2432230-1000-1000/gym-y-s500-tb-b-tracksu-141-150cm10-11y1.jpg?v=637082332542900000,20.9900,69.9900,27.0000,15.0000,0.1667,9.0000,Estoque Seguro,0.0000,1.0000,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,11.6650,162.0000,0.0000,49.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,9.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
4,Barra Shopping,Barra da Tijuca - RJ,15,JAQUETA FITNESS MASCULINA FVE100 AZUL MARINHO,Roupas,Jaquetas,https://decathlonpro.vteximg.com.br/arquivos/ids/2367427-1000-1000/jaqueta-fitness-cardio-masculino-linha1.jpg?v=636971530655430000,35.9900,119.9900,13.0000,7.0000,0.0778,33.0000,Estoque Seguro,0.0000,1.0606,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,9.3326,167.1429,0.0000,84.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,33.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
2,Norte Shopping,Cachambi - RJ,19,"REGATA ""MACHÃO"" FITNESS TECIDO LEVE 100 AZUL MARINHO",Roupas,Regatas,https://decathlonpro.vteximg.com.br/arquivos/ids/2301930-1000-1000/-regata-mar-creponada-mesh-120-masc-o-s1.jpg?v=636886171137030000,11.9900,39.9900,146.0000,72.0000,0.8000,9.0000,Estoque Seguro,0.0000,1.0000,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,31.9920,182.5000,0.0000,28.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,9.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
5,Shopping Tijuca,Tijuca - RJ,27,MEIA DE CORRIDA COMFORT HIGH,Calçados,Meias,https://decathlonpro.vteximg.com.br/arquivos/ids/2422736-1000-1000/-elio-high-bca-35381.jpg?v=637066830049770000,2.9900,9.9900,137.0000,65.0000,0.7222,124.0000,Estoque Seguro,0.0000,1.0484,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,7.2150,189.6923,0.0000,7.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,124.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
2,Norte Shopping,Cachambi - RJ,7,CALÇA SLIM 500,Roupas,Calças,https://decathlonpro.vteximg.com.br/arquivos/ids/2435259-1000-1000/calcas-slim-para-ginastica-e-pilates-homem-500-com-fecho-preto-trousers-500-slim-zip-gym-3xl---w44-l341.jpg?v=637086545572330000,38.9900,129.9900,226.0000,92.0000,1.0222,263.0000,Estoque Seguro,0.0000,1.0000,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,132.8787,221.0870,0.0000,91.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,263.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
2,Norte Shopping,Cachambi - RJ,31,MALA ESPORTIVA 30L DOBRÁVEL TUBO PRETA,Acessórios,Bolsas,https://decathlonpro.vteximg.com.br/arquivos/ids/299416-1000-1000/fitness-bag-pocket-black-1.jpg?v=636552791841630000,14.9900,49.9900,88.0000,33.0000,0.3667,17.0000,Estoque Seguro,0.0000,1.0000,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,18.3297,240.0000,0.0000,35.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,17.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
4,Barra Shopping,Barra da Tijuca - RJ,26,MEIA DE CORRIDA COMFORT INVISIBLE KALENJI,Calçados,Meias,https://decathlonpro.vteximg.com.br/arquivos/ids/2119148-1000-1000/-comfort-invisible-bca-85-11-us9-1151.jpg?v=636689105257470000,2.9900,9.9900,105.0000,36.0000,0.4000,395.0000,Estoque Seguro,0.0000,1.1013,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,3.9960,262.5000,0.0000,7.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,395.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
4,Barra Shopping,Barra da Tijuca - RJ,4,BERMUDA FITNESS MASCULINA FTS500 PRETO/CINZA,Roupas,Bermudas,https://decathlonpro.vteximg.com.br/arquivos/ids/2368219-1000-1000/fst500-m-shorts-gry-s1.jpg?v=636972372737030000,26.9900,89.9900,96.0000,30.0000,0.3333,133.0000,Estoque Seguro,0.0000,1.0226,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,29.9967,288.0000,0.0000,63.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,133.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
